seqnames	start	end	gene_id
chr1	23361748	23395300	108349468
chr1	23400340	23400445	120100484
chr1	23735272	23842692	361459
chr1	23955651	24410595	59299
chr1	24669462	25877064	102551716
chr1	25196793	25196899	120100163
chr1	26015728	26108736	292188
chr1	26172170	26291109	689256
chr1	26294030	26313935	361462
chr1	26822131	26832218	155430
chr1	26856530	27015871	498995
chr1	27035905	27047721	246769
chr1	27054420	27201610	378794
chr1	27525324	27530464	689399
chr1	27742296	27742439	120100112
chr1	28283914	28367061	498997
chr1	28458887	28475923	308051
chr1	28476200	28507319	361465
chr1	28615606	28630309	292199
chr1	28620293	28701796	108349256
chr1	28799902	28815993	308056
chr1	28921416	28925378	502225
chr1	28928325	28935893	308060
chr1	28940164	28961535	157074
chr1	28966518	28982189	308061
chr1	28993634	29088673	498999
chr1	29091294	29122045	252881
chr1	29124674	29167417	24784
chr1	29225361	29255271	308064
chr1	29261255	29281134	361466
chr1	29296334	29326898	499000
chr1	29329985	29357016	308067
chr1	29357130	29402074	292206
chr1	29367274	29367411	120100379
chr1	29441328	29470821	308068
chr1	29472692	29554302	308069
chr1	29586195	29604962	664630
chr1	29608077	29621925	29323
chr1	29637506	29659561	301965
chr1	29667545	29683530	316916
chr1	29709443	29750413	24898
chr1	29766071	29816401	361467
chr1	29965317	29968807	364656
chr1	29968842	29977467	679739
chr1	30030561	30039549	306655
chr1	30660960	30666378	306657
chr1	31294615	31300444	306659
chr1	32430436	32560494	306664
chr1	32640407	32679898	306665
chr1	33111153	33111279	120100435
chr1	33470066	33475767	290939
chr1	33548814	33589174	679949
chr1	33662139	33685862	361191
chr1	33686391	33720461	24950
chr1	33716713	33716842	120100362
chr1	33765672	33799433	306672
chr1	34375895	34822236	81636
chr1	34804258	34804364	120100144
chr1	34825894	34850138	361192
chr1	34858219	34866973	290946
chr1	34867089	34899425	290947
chr1	34927303	34944121	680200
chr1	34948162	34948226	120100215
chr1	35002321	35033216	682870
chr1	35002321	35033216	498682
chr1	35052633	35063335	102547287
chr1	35074172	35091389	102549842
chr1	35102735	35137084	680258
chr1	35158365	35158913	498683
chr1	35165722	35183884	102551340
chr1	39773403	39886956	171010
chr1	40004041	40019319	308129
chr1	40311221	40434063	679812
chr1	40444008	40632905	361472
chr1	40586643	40586804	120100178
chr1	40730123	40819886	83425
chr1	40827457	40846594	308126
chr1	40859829	40894314	292268
chr1	40894550	40918302	292267
chr1	40945961	41085040	292266
chr1	41210475	41495002	24890
chr1	41296869	41296962	120100474
chr1	41512030	41983322	499010
chr1	41822425	41822528	120100183
chr1	42018137	42029410	292264
chr1	42065120	42073216	117064
chr1	42196068	42202437	292263
chr1	42210583	42220836	361473
chr1	42211968	42212047	120100395
chr1	42212190	42212259	120100394
chr1	42227070	42324609	308118
chr1	43160057	43413409	25601
chr1	43269202	43427969	361474
chr1	43499487	43591635	308113
chr1	43727794	43804977	245926
chr1	43918174	44119493	100362710
chr1	44119166	44161709	308140
chr1	44133769	44134428	680178
chr1	44236992	44302851	292279
chr1	45563623	45923493	282546
chr1	45991991	45999272	369018
chr1	45992713	46019626	292228
chr1	46069127	46330488	499014
chr1	46423553	46509036	683687
chr1	46518709	46633687	84018
chr1	46620498	46656727	499015
chr1	46656859	46664939	502227
chr1	46682863	46809688	499016
chr1	46830710	46884295	502228
chr1	46887017	46893881	83462
chr1	46911217	46967460	499017
chr1	46967658	47011505	54319
chr1	47045892	47045997	120100170
chr1	47101961	47154232	361476
chr1	47170725	47179792	308097
chr1	47281844	47364259	308099
chr1	47636528	47645189	24787
chr1	47665965	47691065	499020
chr1	47695788	47752821	308100
chr1	47803813	47829151	365096
chr1	47828652	47836839	24818
chr1	47830540	47830669	120100365
chr1	47833835	47833971	120100389
chr1	47836561	47841987	292244
chr1	47843224	47861674	361478
chr1	47880309	47911709	25153
chr1	47979109	48067501	25151
chr1	48003206	48003337	120100462
chr1	48076666	48103678	24904
chr1	48121061	48163268	29503
chr1	48235476	48324612	29504
chr1	48325185	48367786	85253
chr1	48431830	48519358	308106
chr1	48449638	48449772	120100432
chr1	48527323	48633345	170919
chr1	48690556	49882555	56816
chr1	49882630	50305430	499021
chr1	50387698	50498831	499022
chr1	51045233	51048340	292295
chr1	51740330	51763989	681210
chr1	51770132	52216563	63885
chr1	52298099	52305864	292301
chr1	52318455	52384789	681288
chr1	52400215	52404309	361481
chr1	52409690	52425746	292305
chr1	52437741	52449400	171087
chr1	52474168	52498603	308163
chr1	52533428	52563923	683722
chr1	52585929	52603147	292306
chr1	52631736	52906739	117269
chr1	52648274	52648388	120093055
chr1	52937917	52961307	308169
chr1	52968408	52976697	292311
chr1	52980724	53029663	685007
chr1	52991358	52991520	120100245
chr1	53107613	53115809	103689976
chr1	53218084	53226833	102546375
chr1	53578091	53579596	292316
chr1	53705263	53713952	120100105
chr1	53705263	53713952	499027
chr1	53717955	53718059	120100192
chr1	53806533	53806636	120100207
chr1	53905373	54034216	26955
chr1	54081437	54090776	120100104
chr1	54292411	54321387	685557
chr1	54540995	54547858	494234
chr1	54686129	54727144	685641
chr1	54858175	54872227	685666
chr1	54985534	55028564	685793
chr1	55181024	55191096	308212
chr1	55262530	55391693	292401
chr1	55670394	55699789	292406
chr1	55832248	55969038	308222
chr1	55949814	55963333	100125364
chr1	55952253	55969038	292404
chr1	55971283	55983307	365153
chr1	55983403	56002687	361485
chr1	56312066	56320179	84010
chr1	56339129	56385061	308218
chr1	56420618	56463560	94198
chr1	56463618	56510016	117526
chr1	56463931	56490437	58934
chr1	56505579	56525652	365155
chr1	56664054	56728125	308215
chr1	56767850	56792425	681433
chr1	57317861	57318000	120100349
chr1	57755979	57756085	120100131
chr1	57755979	57756085	120100130
chr1	58103084	58120512	308201
chr1	58128961	58185964	292381
chr1	58258642	58354544	171105
chr1	58455453	58480021	102552823
chr1	58677171	58677287	100526599
chr1	58677626	58677710	100314236
chr1	58677797	58688562	688452
chr1	58693411	58705397	282821
chr1	58745086	58745192	120100140
chr1	58747246	58756559	292409
chr1	58776752	58786019	690158
chr1	58845118	58893467	292413
chr1	58968268	58999984	690198
chr1	59027755	59075631	292414
chr1	59173577	59200760	690230
chr1	59270162	59279725	494253
chr1	59357803	59371353	494237
chr1	59498358	59572864	292417
chr1	59562820	59572712	494246
chr1	59627245	59643903	681871
chr1	59686103	59716622	292419
chr1	59815362	59833596	494231
chr1	59867765	59881011	494259
chr1	60115306	60122768	494300
chr1	60190443	60191363	494306
chr1	60264367	60265317	100312667
chr1	60264367	60265317	100312665
chr1	60455671	60484021	494305
chr1	60540194	60560129	117281
chr1	60653402	60664429	100312668
chr1	60683592	60706643	100365363
chr1	60770206	60771111	100312945
chr1	60961052	60970529	494229
chr1	61136700	61203995	102552527
chr1	61136700	61203995	308232
chr1	61191368	61235540	103691005
chr1	61284033	61314377	308236
chr1	61335270	61363102	361487
chr1	61368076	61395282	102550851
chr1	61427039	61448888	108348215
chr1	61460443	61474159	499056
chr1	61615555	61620865	494288
chr1	61696583	61723282	102548728
chr1	61942116	61989490	690559
chr1	62022417	62179453	690593
chr1	62022417	62179453	690566
chr1	62285501	62285607	120100136
chr1	62384520	62384626	120100159
chr1	62435510	62457961	102555644
chr1	62457716	62493726	102555377
chr1	62509056	62528102	682225
chr1	62631812	62702799	100362641
chr1	62820433	62835731	502285
chr1	62962456	62985006	690661
chr1	63075871	63092441	690680
chr1	63149437	63179628	682419
chr1	63236378	63254508	690691
chr1	63371320	63387460	120097717
chr1	63478027	63494062	690716
chr1	63556738	63572569	108348195
chr1	63600244	63616863	690729
chr1	63651332	63706948	690758
chr1	63651332	63706948	286984
chr1	63799671	63800321	680562
chr1	63830223	63831822	292516
chr1	63867374	63901729	308303
chr1	63917504	63948873	690816
chr1	64025909	64068779	502286
chr1	64271056	64287913	494283
chr1	64699458	64708650	120098107
chr1	64810521	64819797	494299
chr1	64828254	64835538	494308
chr1	64896102	64896962	100911184
chr1	64916836	64925897	102554457
chr1	65128187	65165574	292531
chr1	65272796	65277271	690906
chr1	65326832	65334679	65146
chr1	65415946	65422853	361493
chr1	65457534	65464520	100912456
chr1	65499195	65506666	690955
chr1	65499195	65506666	683463
chr1	65511723	65515123	103689992
chr1	65511723	65515123	81772
chr1	65517330	65524412	100909510
chr1	65517330	65524412	292534
chr1	65525213	65539538	103689982
chr1	65525213	65539538	308309
chr1	65539721	65551677	308310
chr1	65551983	65556915	292535
chr1	65555924	65572167	308311
chr1	65561065	65561172	100526587
chr1	65575887	65587873	292536
chr1	65582359	65611689	85423
chr1	65597578	65600235	691001
chr1	65607410	65613758	292537
chr1	65645942	65662502	100359972
chr1	65687375	65701188	100360054
chr1	65732632	65747341	140727
chr1	65755334	65779089	140729
chr1	65755777	65755867	100314272
chr1	65800355	65831006	140728
chr1	65832855	65859384	24681
chr1	65864173	65874035	369016
chr1	65906850	65907824	365170
chr1	65912105	65913079	103689958
chr1	65917406	65918380	405147
chr1	65932595	65960934	292541
chr1	65962566	65962646	100314273
chr1	65962689	65962759	100314137
chr1	65963050	65963121	100314136
chr1	65963774	65963881	100526632
chr1	65964062	65964143	100314062
chr1	65964350	65964431	100314061
chr1	65964648	65964728	100314249
chr1	66053268	66067039	292543
chr1	66102632	66137281	286914
chr1	66170592	66245316	292545
chr1	66277456	66294331	691086
chr1	66367731	66379186	494312
chr1	66527495	66557813	292547
chr1	66581287	66594242	292548
chr1	66638117	66656976	691135
chr1	66702632	66709355	308318
chr1	66764123	66769428	502292
chr1	66776279	66782224	308320
chr1	66788479	66802623	102547412
chr1	66843653	66864386	292554
chr1	66874017	67097686	361495
chr1	67023989	67024117	102466621
chr1	67055882	67056015	120100463
chr1	67097904	67124671	103691034
chr1	67132147	67153761	308322
chr1	67326477	67338183	292559
chr1	67347303	67364343	292560
chr1	67373225	67386899	365175
chr1	67382015	67392677	405043
chr1	67393183	67401106	292563
chr1	67415633	67422141	103691061
chr1	67444704	67462939	499067
chr1	67494544	67524881	103690110
chr1	67494544	67524881	102548693
chr1	67575854	67594476	499068
chr1	67601807	67622041	308326
chr1	67626244	67657342	103691035
chr1	67666691	67674238	292566
chr1	67684025	67702269	64568
chr1	67711152	67728367	292569
chr1	67758757	67771132	365176
chr1	67777948	68023736	308325
chr1	68089321	68127521	499069
chr1	68133886	68152636	292572
chr1	68183045	68184743	691325
chr1	68197886	68199095	292574
chr1	68202754	68204452	120098145
chr1	68217649	68219076	120098147
chr1	68274697	68285192	494284
chr1	68291180	68341512	292577
chr1	68381564	68390403	100312670
chr1	68431619	68437470	120099323
chr1	68451798	68454590	100312751
chr1	68477461	68481874	120099328
chr1	68566953	68567903	494268
chr1	68574855	68578099	120093107
chr1	68622314	68626961	494264
chr1	68651450	68652448	494272
chr1	68671493	68676284	494307
chr1	68720879	68722057	751812
chr1	68728964	68735423	292583
chr1	68742789	68758874	117277
chr1	68760924	68778492	308335
chr1	68779882	68786846	499071
chr1	68787118	68789286	308336
chr1	68791097	68791203	120100122
chr1	68791097	68791203	120100121
chr1	68805302	68809780	308337
chr1	68807222	68823373	100911196
chr1	68824803	68828594	365179
chr1	68829130	68835723	292584
chr1	68847500	68850751	308339
chr1	68868238	68871392	691408
chr1	68874152	68881916	691411
chr1	68891949	68909743	308341
chr1	68910401	68921243	100359484
chr1	68910601	68912733	361500
chr1	68929333	68936922	684792
chr1	68937759	68957179	684270
chr1	68972960	68993757	361501
chr1	68994025	69012943	691429
chr1	69028750	69032914	292588
chr1	69053203	69055032	64638
chr1	69056805	69076133	499072
chr1	69062366	69065238	691446
chr1	69068137	69076129	171040
chr1	69077207	69095316	308344
chr1	69099539	69107145	308345
chr1	69125710	69141034	308346
chr1	69134565	69160365	499073
chr1	69165572	69244593	246146
chr1	69189822	69216272	361502
chr1	69218608	69220124	690610
chr1	69242321	69285077	171125
chr1	69277351	69285067	54309
chr1	69291454	69299344	100359753
chr1	69299900	69303580	29248
chr1	69306362	69316721	171409
chr1	69320255	69343200	499076
chr1	69344243	69363524	361503
chr1	69373113	69400908	361504
chr1	69515505	69554454	684545
chr1	69616601	69660558	117547
chr1	69715535	69754050	353253
chr1	69805250	69810660	292594
chr1	69928945	69939048	308350
chr1	69973292	70001718	691533
chr1	70035791	70044509	100912286
chr1	70035791	70044509	361505
chr1	70040785	70052488	361506
chr1	70053324	70071845	292597
chr1	70089066	70089236	120100223
chr1	70157681	70185807	574531
chr1	70426161	70457919	100912013
chr1	70521999	70545189	691560
chr1	70984379	71007229	289295
chr1	71185371	71211267	286985
chr1	71674220	71693315	286981
chr1	71763271	71775283	494261
chr1	71907881	71954362	367480
chr1	72074695	72090839	100362054
chr1	72110644	72151191	494303
chr1	72213158	72258795	494254
chr1	72281679	72293144	494287
chr1	72353410	72364036	494286
chr1	72399012	72411793	494266
chr1	72453586	72525092	108348146
chr1	72505157	72505474	308353
chr1	72512966	72527927	494267
chr1	72540108	72554071	682964
chr1	72671596	72676709	108349838
chr1	72823501	72830406	292607
chr1	72843741	72844664	365190
chr1	72981989	73008072	292610
chr1	73025988	73049736	691722
chr1	73137530	73157003	691763
chr1	73167047	73293895	502301
chr1	73167047	73293895	292615
chr1	73279966	73280046	100498801
chr1	73332889	73345897	499083
chr1	73402972	73422037	308361
chr1	73445336	73461086	308362
chr1	73498491	73511119	120099766
chr1	73516395	73527697	102553002
chr1	73538776	73543073	25538
chr1	73543598	73546269	502300
chr1	73591491	73597894	365192
chr1	73601759	73612685	102552463
chr1	73616564	73627172	79111
chr1	73635448	73639556	308366
chr1	73652709	73659380	116698
chr1	73660046	73662452	365191
chr1	73662576	73666026	361509
chr1	73670541	73681635	361508
chr1	73723492	73724388	691791
chr1	73774487	73776003	100365062
chr1	73783507	73787938	120097724
chr1	73845370	73869238	494277
chr1	73887931	73888815	494296
chr1	74083053	74109212	494282
chr1	74127860	74141959	494289
chr1	74144814	74166009	308381
chr1	74165842	74204413	81513
chr1	74236211	74274656	691810
chr1	74350811	74363830	365194
chr1	74662281	74903941	100360574
chr1	74911100	75508134	24912
chr1	74911100	75508134	24902
chr1	75328566	75328672	120100123
chr1	75839716	75976579	361510
chr1	75938436	75938542	120100122
chr1	75938436	75938542	120100121
chr1	76485997	76487817	691860
chr1	76540141	76545818	60446
chr1	76577929	76580090	102553890
chr1	76598779	76604724	25545
chr1	76610099	76610606	100362339
chr1	76610099	76610606	100360843
chr1	76616570	76617079	100364427
chr1	76622574	76623282	103692519
chr1	76622574	76623282	100364457
chr1	76629069	76636902	292624
chr1	76629998	76630106	120100469
chr1	76637482	76658783	361512
chr1	76661897	76737157	292622
chr1	76750236	76786567	308108
chr1	76786932	76805869	140673
chr1	76808725	76847072	140447
chr1	76861924	76872691	361514
chr1	76880867	76905113	684903
chr1	76930383	76959517	445269
chr1	76974091	76991607	684934
chr1	77014543	77022509	317673
chr1	77030965	77086986	308384
chr1	77106250	77142691	678741
chr1	77164448	77167156	292654
chr1	77167381	77186762	308387
chr1	77202436	77319298	306400
chr1	77292043	77292513	108349548
chr1	77292043	77292513	79218
chr1	77354364	77356712	102550403
chr1	77368966	77372663	108349752
chr1	77405619	77410155	116711
chr1	77417477	77428905	65046
chr1	77432661	77433008	679748
chr1	77456694	77470952	292657
chr1	77476084	77486992	308390
chr1	77482094	77511858	308392
chr1	77513986	77542376	292658
chr1	77546900	77558630	499088
chr1	77564515	77568371	245986
chr1	77579596	77581979	292661
chr1	77589230	77592207	24244
chr1	77622283	77627148	308393
chr1	77639423	77642082	361515
chr1	77669078	77673858	120099770
chr1	77679218	77683090	494320
chr1	77690208	77714456	65179
chr1	77722471	77749758	64345
chr1	77776447	77789396	24257
chr1	77806296	77821774	308394
chr1	77863907	77876624	24926
chr1	77923170	77932053	59313
chr1	77974850	77997680	292666
chr1	78028093	78037459	120098290
chr1	78065953	78100726	102550682
chr1	78138792	78145047	292668
chr1	78216512	78223518	361516
chr1	78372802	78398930	292671
chr1	78421183	78431449	24256
chr1	78439786	78449990	102557319
chr1	78495779	78512827	365212
chr1	78531815	78537001	84387
chr1	78537494	78557686	292680
chr1	78572279	78608021	292681
chr1	78635668	78637128	365213
chr1	78639769	78650552	499090
chr1	78652412	78655530	308404
chr1	78662431	78672155	25100
chr1	78672378	78700684	292683
chr1	78700814	78720431	292684
chr1	78722330	78740593	680252
chr1	78730275	78740593	308405
chr1	78741367	78745890	308406
chr1	78744983	78764977	102553424
chr1	78770018	78790097	292686
chr1	78788739	78797811	292687
chr1	78798377	78803351	680309
chr1	78805593	78814462	25024
chr1	78828080	78859341	192360
chr1	78833178	78833274	100313974
chr1	78865409	78876599	308408
chr1	78880114	78901469	308409
chr1	78880862	78913056	108349551
chr1	78910011	78925061	361517
chr1	78929351	78932685	292690
chr1	78935104	78948069	308410
chr1	78954115	78961465	100360880
chr1	78996390	79007963	292673
chr1	79007490	79010766	680493
chr1	79011745	79030712	686781
chr1	79033326	79047102	308415
chr1	79038454	79038546	100314183
chr1	79045844	79055416	171549
chr1	79061456	79071720	24265
chr1	79068904	79108556	680407
chr1	79112506	79145465	686809
chr1	79155693	79158505	680476
chr1	79158529	79165493	680465
chr1	79167130	79174234	680440
chr1	79180793	79212612	308398
chr1	79214919	79224994	499391
chr1	79228401	79231866	365511
chr1	79232261	79256354	499390
chr1	79257725	79285507	100360982
chr1	79289477	79321092	292696
chr1	79329428	79334476	292697
chr1	79335745	79339981	680551
chr1	79346136	79350375	25292
chr1	79353916	79357932	25728
chr1	79358786	79370915	308416
chr1	79372119	79407360	308417
chr1	79415017	79429403	78958
chr1	79439977	79456755	292699
chr1	79471369	79485607	680611
chr1	79514975	79524871	292700
chr1	79542107	79550927	680640
chr1	79546879	79576715	25066
chr1	79592088	79610438	502306
chr1	79622077	79643782	292701
chr1	79652441	79672733	246279
chr1	79676839	79691994	308420
chr1	79762782	79775608	170849
chr1	79815269	79816511	108348989
chr1	79820465	79828602	102548503
chr1	79850014	79871249	499094
chr1	79859180	79879612	499095
chr1	79884945	79900149	102548695
chr1	79920075	79920985	292706
chr1	79935240	79941039	502308
chr1	79959322	79974340	65206
chr1	79988612	80011254	365215
chr1	80020079	80025802	308428
chr1	80050324	80068595	50692
chr1	80075202	80097423	365216
chr1	80099441	80108870	361519
chr1	80103042	80104777	100363433
chr1	80123925	80131881	292708
chr1	80134643	80139996	308429
chr1	80141207	80168701	84495
chr1	80175016	80177123	308430
chr1	80183894	80199052	292710
chr1	80201578	80219534	308431
chr1	80226449	80230901	60378
chr1	80255076	80259442	207113
chr1	80273019	80278219	292711
chr1	80288194	80293484	100363535
chr1	80308643	80312222	681077
chr1	80323863	80328311	499097
chr1	80340034	80360621	499099
chr1	80376648	80382915	287009
chr1	80460487	80466011	681194
chr1	80466132	80473531	499100
chr1	80480951	80486508	29287
chr1	80493581	80497935	100913063
chr1	80499131	80520953	60323
chr1	80521854	80526262	292720
chr1	80564033	80567163	83583
chr1	80572796	80601918	24213
chr1	80605892	80667125	24407
chr1	80664259	80679427	308434
chr1	80685741	80724261	117058
chr1	80724326	80747150	103691054
chr1	80792000	80807714	687118
chr1	80803319	80803425	120100137
chr1	80806972	80818180	687127
chr1	80815850	80825802	50686
chr1	80829935	80838388	292721
chr1	80853920	80880532	308435
chr1	80881309	80883893	114113
chr1	80887151	80890168	681408
chr1	80891927	80901611	292722
chr1	80902574	80951613	114029
chr1	80951600	80953747	365217
chr1	80965627	80984310	25330
chr1	80984964	80996726	308436
chr1	81043595	81059992	81613
chr1	81123556	81125296	685046
chr1	81128857	81134812	361520
chr1	81135499	81142263	308440
chr1	81138947	81167862	25244
chr1	81166023	81177265	308441
chr1	81179156	81185164	100359879
chr1	81189405	81195356	308443
chr1	81196532	81212847	59086
chr1	81219230	81226986	292724
chr1	81228404	81262592	361522
chr1	81265088	81296265	308444
chr1	81310451	81325303	308445
chr1	81518408	81542052	24300
chr1	81594555	81608566	361523
chr1	81652787	81732143	286953
chr1	81784649	81810482	103691092
chr1	81886098	81915066	292728
chr1	81932016	81934442	499105
chr1	82007609	82080480	29295
chr1	82067121	82107370	103691072
chr1	82094180	82106492	685222
chr1	82145073	82156828	25251
chr1	82169949	82179979	24299
chr1	82231611	82244887	24894
chr1	82263833	82289487	24895
chr1	82416130	82429896	54246
chr1	82446921	82451563	171380
chr1	82451555	82459751	308457
chr1	82461396	82472763	50866
chr1	82473678	82475370	81510
chr1	82481770	82490538	292729
chr1	82490363	82499841	499106
chr1	82500957	82522779	308451
chr1	82526568	82549180	308453
chr1	82550054	82573776	292732
chr1	82600136	82632178	292734
chr1	82636797	82650375	292735
chr1	82650751	82737228	308458
chr1	82738695	82770375	292737
chr1	82763149	82769001	499108
chr1	82775252	82779091	361526
chr1	82786815	82807407	78960
chr1	82810708	82821077	308449
chr1	82821875	82844072	361527
chr1	82844286	82868320	292739
chr1	82883547	82933817	25233
chr1	82953434	82955616	361528
chr1	82955207	82974084	308463
chr1	83009189	83082107	102554136
chr1	83009189	83082107	100910046
chr1	83012643	83012749	120100153
chr1	83094305	83140793	102554136
chr1	83194775	83223764	102553760
chr1	83309355	83330251	685610
chr1	83316621	83316684	120100218
chr1	83348592	83357494	117262
chr1	83372127	83413083	100303643
chr1	83424788	83462799	292746
chr1	83469832	83478932	292747
chr1	83479147	83487169	308468
chr1	83551473	83558756	499113
chr1	83556757	83582793	687295
chr1	83562014	83569750	114125
chr1	83586718	83616892	308472
chr1	83643130	83646206	140655
chr1	83643919	83644044	120100461
chr1	83647748	83665063	292750
chr1	83668813	83689237	361531
chr1	83669084	83671564	79426
chr1	83677961	83683365	292751
chr1	83682964	83761449	365222
chr1	83689413	83713853	308473
chr1	83728776	83739183	113940
chr1	83798703	83800235	100911249
chr1	83814564	83816096	685840
chr1	83832102	83833538	245917
chr1	83835083	83838676	292755
chr1	83849904	83859413	292756
chr1	83898153	83920634	687403
chr1	83965986	83987778	499114
chr1	84002267	84024453	292757
chr1	84025899	84028780	292758
chr1	84028986	84040725	292759
chr1	84043328	84046228	100909701
chr1	84046295	84053862	81525
chr1	84052903	84076975	361532
chr1	84077265	84088330	292760
chr1	84100879	84111553	80846
chr1	84112751	84120795	64526
chr1	84124764	84132481	25474
chr1	84150252	84152015	29518
chr1	84171059	84183119	308476
chr1	84182788	84251847	63836
chr1	84259673	84270302	292762
chr1	84271069	84292493	292763
chr1	84292578	84423812	114207
chr1	84433064	84451896	170668
chr1	84452814	84456385	292764
chr1	84459314	84470249	308478
chr1	84470508	84474114	292765
chr1	84474378	84481209	292766
chr1	84488730	84519559	292767
chr1	84525590	84534677	116491
chr1	84539722	84549904	292768
chr1	84549831	84550664	100361913
chr1	84558166	84580616	292770
chr1	84586627	84590671	114004
chr1	84602336	84615950	50545
chr1	84618719	84703802	292771
chr1	84919729	84921288	103689966
chr1	84987377	85002370	308482
chr1	85004920	85015478	308482
chr1	85038911	85052143	102547413
chr1	85071905	85082919	100912787
chr1	85093085	85106693	103690163
chr1	85117483	85130178	100362022
chr1	85132520	85143679	103690163
chr1	85158980	85183522	365224
chr1	85207579	85257505	108348102
