seqnames	start	end	gene_id
chr1	10381189	11345673	120100214
chr1	11345675	12310159	114490
chr1	12314160	12354066	114490
chr1	12400417	12402858	308622
chr1	12406859	12423071	308622
chr1	12508857	12574427	308624
chr1	12578428	12617947	308624
chr1	12617949	12657469	685045
chr1	12661470	12699761	685045
chr1	12699763	12738055	292944
chr1	12742056	12797751	292944
chr1	12797753	12853449	103689991
chr1	12857450	12864225	103689991
chr1	12864227	12871003	361454
chr1	12875004	12879443	361454
chr1	12920995	12954020	308631
chr1	12958021	13011993	308631
chr1	13011995	13065967	120100161
chr1	13069968	13134871	120100161
chr1	13134873	13199777	308632
chr1	13203778	13302929	308632
chr1	13302931	13402084	292947
chr1	13406085	13425896	292947
chr1	13425898	13445710	292948
chr1	13449711	13494887	292948
chr1	13494889	13540066	292949
chr1	13544067	13632781	292949
chr1	13632783	13721498	683206
chr1	13725499	13902412	683206
chr1	13902414	14079327	293012
chr1	14083328	14109409	293012
chr1	14235340	14331186	116465
chr1	14335187	14348837	116465
chr1	14348839	14362488	444986
chr1	14366489	14407857	444986
chr1	14407859	14449227	308716
chr1	14453228	14512192	308716
chr1	14512194	14571159	308717
chr1	14575160	14609952	308717
chr1	14609954	14644748	308718
chr1	14648749	14655215	308718
chr1	14679516	14683491	365057
chr1	14687492	14757105	365057
chr1	14757107	14826721	120100374
chr1	14830722	14880274	120100374
chr1	14880276	14929828	293016
chr1	14933829	14990976	293016
chr1	15058711	15065295	120100154
chr1	15072894	15203855	100911069
chr1	15072894	15203855	293017
chr1	15203857	15334818	140929
chr1	15338819	15507992	140929
chr1	15507994	15677168	120100369
chr1	15681169	15720814	120100369
chr1	15720816	15760461	308923
chr1	15764462	15867029	308923
chr1	15867031	15969599	498982
chr1	15973600	16032037	498982
chr1	16094574	16138256	293408
chr1	16138258	16181939	685750
chr1	16185940	16213733	685750
chr1	16213735	16241527	120100169
chr1	16245528	16398993	120100169
chr1	16609395	16662329	498985
chr1	16666330	16694459	498985
chr1	17596565	17670535	309368
chr1	17674536	17682754	309368
chr1	17726724	17758471	120100129
chr1	17762472	18044350	120100129
chr1	18044352	18326231	120100143
chr1	18330232	18440084	120100143
chr1	18440086	18549939	293947
chr1	18553940	18651798	293947
chr1	18651800	18749658	120097699
chr1	18753659	18844715	120097699
chr1	18964196	18988617	309550
chr1	18992618	19049001	309550
chr1	19049003	19105385	100360791
chr1	19109386	19127788	100360791
chr1	19127790	19146192	685940
chr1	19150193	19252610	685940
chr1	19252612	19355029	498987
chr1	19359030	19369232	498987
chr1	19369234	19379436	120100396
chr1	19383437	19395801	120100396
chr1	19395803	19408168	498988
chr1	19412169	19560369	498988
chr1	19874143	20035712	309557
chr1	20039713	20062541	309557
chr1	20062543	20085372	361458
chr1	20089373	20094309	361458
chr1	20094311	20099248	100364016
chr1	20103249	20110506	100364016
chr1	20473247	20473967	29221
chr1	20477968	20506714	29221
chr1	20506716	20535463	309565
chr1	20539464	20550579	309565
chr1	20550581	20561696	54410
chr1	20565697	20631229	54410
chr1	20631231	20696763	85496
chr1	20700764	20752248	85496
chr1	20752250	20803734	64032
chr1	20807735	20820689	64032
chr1	21050728	21159779	294119
chr1	21163780	21193950	294119
chr1	21193952	21224124	60466
chr1	21228125	21231738	60466
chr1	21252140	21260066	108349831
chr1	21264067	21268503	108349831
chr1	21268505	21272941	319107
chr1	21276942	21282391	319107
chr1	21282393	21287842	319106
chr1	21282393	21287842	319105
chr1	21291843	21311864	319106
chr1	21291843	21311864	319105
chr1	21311866	21331887	319104
chr1	21335888	21343971	319104
chr1	21383043	21386436	294131
chr1	21383043	21386436	294130
chr1	21390437	21395613	294131
chr1	21390437	21395613	294130
chr1	21395615	21400792	294133
chr1	21404793	21406595	294133
chr1	21406597	21408401	294134
chr1	21412402	21420419	294134
chr1	21420421	21428440	494535
chr1	21432441	21436173	494535
chr1	21436175	21439908	294126
chr1	21443909	21446250	294126
chr1	21446252	21448594	294125
chr1	21452595	21454352	294125
chr1	21454354	21456110	294124
chr1	21460111	21464522	294124
chr1	21464524	21468936	294123
chr1	21472937	21476513	294123
chr1	21476515	21480093	294122
chr1	21484094	21487226	294122
chr1	21494567	21498431	494319
chr1	21498433	21502299	294121
chr1	21506300	21518190	294121
chr1	21518192	21530084	113914
chr1	21534085	21539738	113914
chr1	21539740	21545395	29142
chr1	21549396	21565509	29142
chr1	21565511	21581626	498992
chr1	21585627	21627154	498992
chr1	21627156	21668684	309570
chr1	21672685	21674874	309570
chr1	21684603	21927438	120100393
chr1	21927440	22170274	292172
chr1	22174275	22436813	292172
chr1	22436815	22699352	252856
chr1	22703353	22739921	252856
chr1	22780508	22818290	689030
chr1	22818292	22856075	308028
chr1	22860076	22866866	308028
chr1	22988392	23096283	29517
chr1	23128580	23129456	120100131
chr1	23128580	23129456	120100130
chr1	23264033	23393300	108349468
chr1	23397301	23397871	108349468
chr1	23397873	23398445	120100484
chr1	23402446	23486418	120100484
chr1	23686771	23733271	361459
chr1	23737272	23767753	361459
chr1	24105416	24408595	59299
chr1	24412596	24539722	59299
chr1	24671462	24933179	102551716
chr1	24933181	25194899	120100163
chr1	25198900	25230963	120100163
chr1	25730814	26013727	292188
chr1	26017728	26066627	292188
chr1	26144850	26170169	689256
chr1	26174170	26243051	689256
chr1	26243053	26311935	361462
chr1	26315936	26536373	361462
chr1	26790473	26820130	155430
chr1	26824131	26839329	155430
chr1	26839331	26854529	498995
chr1	26858530	26946216	498995
chr1	26946218	27033904	246769
chr1	27037905	27045161	246769
chr1	27045163	27052419	378794
chr1	27056420	27188379	378794
chr1	27424213	27523323	689399
chr1	27527324	27572153	689399
chr1	27680712	27740439	120100112
chr1	27744440	28013175	120100112
chr1	28013177	28281913	498997
chr1	28285914	28371399	498997
chr1	28371401	28456886	308051
chr1	28460887	28483102	308051
chr1	28483104	28505319	361465
chr1	28509320	28545128	361465
chr1	28606625	28628309	292199
chr1	28632310	28665676	292199
chr1	28703797	28721716	108349256
chr1	28770771	28797901	308056
chr1	28801902	28816832	308056
chr1	28923416	28928653	502225
chr1	28928655	28933893	308060
chr1	28937894	28938027	308060
chr1	28938029	28938163	157074
chr1	28942164	28953357	157074
chr1	28953359	28964551	308061
chr1	28968552	28980092	308061
chr1	28980094	28991633	498999
chr1	28995634	29042463	498999
chr1	29042465	29089293	252881
chr1	29093294	29129354	252881
chr1	29129356	29165417	24784
chr1	29169418	29196388	24784
chr1	29196390	29223360	308064
chr1	29227361	29253196	308064
chr1	29253198	29279033	361466
chr1	29303716	29324200	499000
chr1	29328201	29341607	499000
chr1	29341609	29355016	308067
chr1	29359140	29362274	292206
chr1	29362276	29365411	120100379
chr1	29369412	29405694	120100379
chr1	29405696	29441979	308068
chr1	29445980	29499140	308068
chr1	29499142	29552302	308069
chr1	29556303	29570247	308069
chr1	29570249	29584194	664630
chr1	29588195	29597146	664630
chr1	29597148	29606099	29323
chr1	29610100	29633829	29323
chr1	29633831	29657561	301965
chr1	29661562	29671544	301965
chr1	29671546	29681530	316916
chr1	29685531	29716970	316916
chr1	29716972	29748413	24898
chr1	29752414	29783406	24898
chr1	29783408	29814401	361467
chr1	29818402	29891493	361467
chr1	29891495	29964587	364656
chr1	29971335	30004441	679739
chr1	30004443	30037549	306655
chr1	30041550	30352962	306655
chr1	30352964	30664378	306657
chr1	30668379	30980495	306657
chr1	30980497	31292614	306659
chr1	31296615	31862524	306659
chr1	31862526	32428435	306664
chr1	32432436	32537644	306664
chr1	32537646	32642854	306665
chr1	32646855	32669996	306665
chr1	32909505	33109279	120100435
chr1	33113280	33171251	120100435
chr1	33381815	33473767	290939
chr1	33477768	33512289	290939
chr1	33512291	33546813	679949
chr1	33550814	33617337	679949
chr1	33617339	33683862	361191
chr1	33688391	33701615	24950
chr1	33701617	33714842	120100362
chr1	33718843	33741256	120100362
chr1	33741258	33763671	306672
chr1	33767672	33899364	306672
chr1	34335824	34373894	81636
chr1	34377895	34590075	81636
chr1	34590077	34802257	120100144
chr1	34806258	34827197	120100144
chr1	34827199	34848138	361192
chr1	34852139	34858554	361192
chr1	34858556	34864973	290946
chr1	34869095	34905607	290947
chr1	34905609	34942121	680200
chr1	34946122	34946140	680200
chr1	34946142	34946161	120100215
chr1	34950162	34968889	120100215
chr1	35007322	35023024	682870
chr1	35007322	35023024	498682
chr1	35027025	35032485	682870
chr1	35027025	35032485	498682
chr1	35051440	35060929	102547287
chr1	35064930	35076015	102547287
chr1	35076017	35087104	102549842
chr1	35091105	35111163	102549842
chr1	35111165	35131224	680258
chr1	35135225	35146067	680258
chr1	35146069	35156913	498683
chr1	35160914	35171397	498683
chr1	35171399	35181884	102551340
chr1	35185885	35210454	102551340
chr1	39721779	39771402	171010
chr1	39775403	39888721	171010
chr1	39888723	40002040	308129
chr1	40006041	40157630	308129
chr1	40157632	40309220	679812
chr1	40313221	40354701	679812
chr1	40421096	40442007	361472
chr1	40446008	40495667	361472
chr1	40566987	40584642	120100178
chr1	40588643	40658382	120100178
chr1	40658384	40728122	83425
chr1	40732123	40788357	83425
chr1	40788359	40844594	308126
chr1	40848595	40870453	308126
chr1	40870455	40892314	292268
chr1	40898960	40921459	292267
chr1	40921461	40943960	292266
chr1	40947961	41072030	292266
chr1	41217422	41234741	24890
chr1	41238742	41266851	24890
chr1	41266853	41294962	120100474
chr1	41298963	41559692	120100474
chr1	41559694	41820424	120100183
chr1	41824425	41902872	120100183
chr1	41902874	41981322	499010
chr1	41985323	42000728	499010
chr1	42000730	42016136	292264
chr1	42020137	42042177	292264
chr1	42042179	42064219	117064
chr1	42068220	42134327	117064
chr1	42134329	42200437	292263
chr1	42204438	42207201	292263
chr1	42207203	42209967	120100395
chr1	42214190	42216512	120100394
chr1	42216514	42218836	361473
chr1	42222837	42270543	361473
chr1	42270545	42318253	308118
chr1	42322254	42403840	308118
chr1	43145144	43178294	25601
chr1	43182295	43304131	25601
chr1	43304133	43425969	361474
chr1	43429970	43509801	361474
chr1	43509803	43589635	308113
chr1	43593636	43602726	308113
chr1	43709688	43725793	245926
chr1	43729794	43780285	245926
chr1	43875477	43916173	100362710
chr1	43920174	44025970	100362710
chr1	44025972	44131768	680178
chr1	44135769	44147738	680178
chr1	44147740	44159709	308140
chr1	44163710	44232279	308140
chr1	44232281	44300851	292279
chr1	44304852	44574861	292279
chr1	45205249	45561622	282546
chr1	45565623	45781446	282546
chr1	45781448	45997272	369018
chr1	46001273	46009376	369018
chr1	46009378	46017483	292228
chr1	46021484	46044276	292228
chr1	46071127	46253642	499014
chr1	46253644	46436159	683687
chr1	46440160	46478433	683687
chr1	46478435	46516708	84018
chr1	46520709	46587717	84018
chr1	46587719	46654727	499015
chr1	46658859	46669854	502227
chr1	46684863	46747040	499016
chr1	46828106	46841048	502228
chr1	46845049	46868299	502228
chr1	46868301	46891551	83462
chr1	46895552	46902383	83462
chr1	46902385	46909216	499017
chr1	46913217	46949685	499017
chr1	46949687	46986155	54319
chr1	46990156	47017075	54319
chr1	47017077	47043997	120100170
chr1	47047998	47100113	120100170
chr1	47100115	47152232	361476
chr1	47156233	47167011	361476
chr1	47167013	47177792	308097
chr1	47181793	47230821	308097
chr1	47230823	47279852	308099
chr1	47283853	47463520	308099
chr1	47463522	47643189	24787
chr1	47647190	47655576	24787
chr1	47655578	47663964	499020
chr1	47667965	47680875	499020
chr1	47680877	47693787	308100
chr1	47697788	47749799	308100
chr1	47749801	47801812	365096
chr1	47805813	47811184	365096
chr1	47824614	47828669	120100365
chr1	47839038	47840130	292244
chr1	47840132	47841223	361478
chr1	47845224	47871902	361478
chr1	47871904	47898581	25153
chr1	47902582	47939844	25153
chr1	47939846	47977108	25151
chr1	47981109	47991222	25151
chr1	47991224	48001337	120100462
chr1	48005338	48040000	120100462
chr1	48040002	48074665	24904
chr1	48078666	48119966	24904
chr1	48119968	48161268	29503
chr1	48165269	48199371	29503
chr1	48199373	48233475	29504
chr1	48237476	48299603	29504
chr1	48299605	48361732	85253
chr1	48365733	48366662	85253
chr1	48400713	48429829	308106
chr1	48433830	48440800	308106
chr1	48440802	48447772	120100432
chr1	48451773	48541557	120100432
chr1	48541559	48631345	170919
chr1	48635346	49145486	170919
chr1	49145488	49655630	56816
chr1	49659631	49770129	56816
chr1	49770131	49880629	499021
chr1	49884630	50135163	499021
chr1	50135165	50385697	499022
chr1	50389698	50486699	499022
chr1	50815469	51043232	292295
chr1	51047233	51173913	292295
chr1	51531554	51758511	681210
chr1	51762512	51988536	681210
chr1	51988538	52214563	63885
chr1	52218564	52261212	63885
chr1	52261214	52303864	292301
chr1	52307865	52345325	292301
chr1	52345327	52382789	681288
chr1	52386790	52387879	681288
chr1	52397641	52402309	361481
chr1	52406310	52415026	361481
chr1	52415028	52423746	292305
chr1	52427747	52437568	292305
chr1	52437570	52447392	171087
chr1	52451393	52469756	171087
chr1	52469758	52488122	308163
chr1	52492123	52527021	308163
chr1	52527023	52561923	683722
chr1	52565924	52574925	683722
chr1	52574927	52583928	292306
chr1	52587929	52608831	292306
chr1	52608833	52629735	117269
chr1	52633736	52640061	117269
chr1	52640063	52646388	120093055
chr1	52650389	52793151	120093055
chr1	52793153	52935916	308169
chr1	52939917	52957306	308169
chr1	52957308	52974697	292311
chr1	52978698	52984107	292311
chr1	52984109	52989520	120100245
chr1	52993521	53010590	120100245
chr1	53010592	53027663	685007
chr1	53031664	53072735	685007
chr1	53072737	53113809	103689976
chr1	53117810	53161931	103689976
chr1	53217445	53224833	102546375
chr1	53228834	53248473	102546375
chr1	53563786	53576090	292316
chr1	53580091	53600814	292316
chr1	53666751	53707961	120100105
chr1	53666751	53707961	499027
chr1	53711962	53714009	120100105
chr1	53711962	53714009	499027
chr1	53714011	53716059	120100192
chr1	53720060	53733823	120100192
chr1	53782404	53804532	120100207
chr1	53808533	53812583	120100207
chr1	53888572	53903372	26955
chr1	53907373	53993404	26955
chr1	53993406	54079436	120100104
chr1	54083437	54095363	120100104
chr1	54200870	54290447	685557
chr1	54294448	54374983	685557
chr1	54502690	54545858	494234
chr1	54549859	54609883	494234
chr1	54679021	54684128	685641
chr1	54688129	54772151	685641
chr1	54772153	54856174	685666
chr1	54860175	54921770	685666
chr1	55002241	55017113	685793
chr1	55021114	55026240	685793
chr1	55131121	55187939	308212
chr1	55191940	55226233	308212
chr1	55226235	55260529	292401
chr1	55264530	55481158	292401
chr1	55481160	55697789	292406
chr1	55701790	55748293	292406
chr1	55873308	55947813	100125364
chr1	55952436	55959735	308222
chr1	55959737	55967038	292404
chr1	55971039	55976171	292404
chr1	55976173	55981307	365153
chr1	55985403	55994576	361485
chr1	56162966	56318179	84010
chr1	56322180	56329653	84010
chr1	56329655	56337128	308218
chr1	56341129	56401212	308218
chr1	56401214	56461297	94198
chr1	56465618	56477006	117526
chr1	56477008	56488396	58934
chr1	56492397	56508023	58934
chr1	56508025	56523652	365155
chr1	56527653	56593105	365155
chr1	56666054	56728238	308215
chr1	56728240	56790425	681433
chr1	56794426	57055142	681433
chr1	57055144	57315860	120100349
chr1	57319861	57536919	120100349
chr1	57536921	57753978	120100131
chr1	57536921	57753978	120100130
chr1	57757979	57788218	120100131
chr1	57757979	57788218	120100130
chr1	57961790	58101118	308201
chr1	58105119	58116039	308201
chr1	58116041	58126960	292381
chr1	58130961	58223722	292381
chr1	58223724	58316486	171105
chr1	58320487	58367596	171105
chr1	58436081	58453452	102552823
chr1	58457453	58508095	102552823
chr1	58679797	58691596	688452
chr1	58691598	58703397	282821
chr1	58707398	58725293	282821
chr1	58725295	58743192	120100140
chr1	58747193	58750874	120100140
chr1	58750876	58754559	292409
chr1	58758560	58766654	292409
chr1	58766656	58774751	690158
chr1	58778752	58810934	690158
chr1	58810936	58843117	292413
chr1	58847118	58906692	292413
chr1	58906694	58966267	690198
chr1	58970268	58998010	690198
chr1	58998012	59025754	292414
chr1	59029755	59114256	292414
chr1	59114258	59198760	690230
chr1	59202761	59235460	690230
chr1	59235462	59268161	494253
chr1	59272162	59313981	494253
chr1	59313983	59355802	494237
chr1	59359803	59452747	494237
chr1	59560203	59570712	494246
chr1	59574865	59608382	292417
chr1	59608384	59641903	681871
chr1	59645904	59680261	681871
chr1	59680263	59714622	292419
chr1	59718623	59766777	292419
chr1	59766779	59814934	494231
chr1	59818935	59847144	494231
chr1	59847146	59875355	494259
chr1	59879356	59883815	494259
chr1	60102494	60120768	494300
chr1	60124769	60157064	494300
chr1	60157066	60189363	494306
chr1	60193364	60227864	494306
chr1	60227866	60262366	100312667
chr1	60227866	60262366	100312665
chr1	60266367	60288755	100312667
chr1	60266367	60288755	100312665
chr1	60460294	60482021	494305
chr1	60486022	60511560	494305
chr1	60542194	60596668	117281
chr1	60658788	60662429	100312668
chr1	60666430	60674009	100312668
chr1	60674011	60681591	100365363
chr1	60685592	60726898	100365363
chr1	60726900	60768205	100312945
chr1	60772206	60775818	100312945
chr1	60933632	60959051	494229
chr1	60963052	61036355	494229
chr1	61129872	61134699	102552527
chr1	61129872	61134699	308232
chr1	61138700	61164033	102552527
chr1	61138700	61164033	308232
chr1	61164035	61189367	103691005
chr1	61193368	61237699	103691005
chr1	61237701	61282032	308236
chr1	61286033	61309596	308236
chr1	61337270	61351672	361487
chr1	61351674	61366075	102550851
chr1	61370076	61397556	102550851
chr1	61397558	61425038	108348215
chr1	61429039	61444627	108348215
chr1	61444629	61460216	499056
chr1	61464217	61478017	499056
chr1	61594458	61618865	494288
chr1	61622866	61639134	494288
chr1	61676995	61694582	102548728
chr1	61698583	61727509	102548728
chr1	61965383	61987490	690559
chr1	61991491	62005952	690559
chr1	62005954	62020416	690593
chr1	62005954	62020416	690566
chr1	62024417	62140178	690593
chr1	62024417	62140178	690566
chr1	62271775	62283607	120100136
chr1	62287608	62305751	120100136
chr1	62355263	62382626	120100159
chr1	62386627	62407837	120100159
chr1	62444384	62455715	102555377
chr1	62459962	62475842	102555644
chr1	62510915	62526102	682225
chr1	62530103	62557466	682225
chr1	62652983	62679550	100362641
chr1	62683551	62750990	100362641
chr1	62750992	62818432	502285
chr1	62822433	62885038	502285
chr1	62967326	62983006	690661
chr1	62987007	63038722	690661
chr1	63038724	63090441	690680
chr1	63094442	63120938	690680
chr1	63120940	63147436	682419
chr1	63151437	63172817	682419
chr1	63216290	63234377	690691
chr1	63238378	63303848	690691
chr1	63303850	63369319	120097717
chr1	63373320	63399834	120097717
chr1	63453190	63476026	690716
chr1	63480027	63517381	690716
chr1	63517383	63554737	108348195
chr1	63558738	63578490	108348195
chr1	63578492	63598243	690729
chr1	63602244	63625787	690729
chr1	63625789	63649331	690758
chr1	63625789	63649331	286984
chr1	63653332	63714129	690758
chr1	63653332	63714129	286984
chr1	63788625	63798321	680562
chr1	63802322	63816070	680562
chr1	63816072	63829822	292516
chr1	63833823	63866774	292516
chr1	63866776	63899729	308303
chr1	63903730	63909615	308303
chr1	63909617	63915503	690816
chr1	63919504	63965175	690816
chr1	64019380	64023908	502286
chr1	64027909	64069445	502286
chr1	64200449	64285913	494283
chr1	64289914	64334609	494283
chr1	64692029	64697457	120098107
chr1	64701458	64720964	120098107
chr1	64776497	64808520	494299
chr1	64812521	64819386	494299
chr1	64819388	64826253	494308
chr1	64830254	64851039	494308
chr1	64884965	64894101	100911184
chr1	64898102	64900625	100911184
chr1	64921367	64923897	102554457
chr1	64927898	64944803	102554457
chr1	65112027	65163574	292531
chr1	65167575	65221421	292531
chr1	65221423	65275271	690906
chr1	65279272	65291822	690906
chr1	65328832	65339671	65146
chr1	65411504	65413945	361493
chr1	65417946	65436739	361493
chr1	65436741	65455533	100912456
chr1	65459534	65478363	100912456
chr1	65478365	65497194	690955
chr1	65478365	65497194	683463
chr1	65501195	65507157	690955
chr1	65501195	65507157	683463
chr1	65507159	65513121	103689992
chr1	65507159	65513121	81772
chr1	65517122	65519765	103689992
chr1	65517122	65519765	81772
chr1	65519767	65522412	100909510
chr1	65519767	65522412	292534
chr1	65527213	65532466	103689982
chr1	65527213	65532466	308309
chr1	65532468	65537720	308310
chr1	65541721	65545851	308310
chr1	65545853	65549982	292535
chr1	65553983	65556576	292535
chr1	65556578	65559172	100526587
chr1	65563173	65566668	100526587
chr1	65566670	65570167	308311
chr1	65574168	65580019	308311
chr1	65580021	65585873	292536
chr1	65589934	65594039	85423
chr1	65594041	65598146	691001
chr1	65602147	65603848	691001
chr1	65603850	65605552	292537
chr1	65609553	65626746	292537
chr1	65626748	65643941	100359972
chr1	65647942	65658921	100359972
chr1	65679639	65685374	100360054
chr1	65689375	65717357	100360054
chr1	65717359	65745341	140727
chr1	65749342	65751603	140727
chr1	65751605	65753867	100314272
chr1	65757868	65767477	100314272
chr1	65767479	65777089	140729
chr1	65781090	65805046	140729
chr1	65805048	65829006	140728
chr1	65833007	65845194	140728
chr1	65845196	65857384	24681
chr1	65861385	65864908	24681
chr1	65864910	65868435	369016
chr1	65872436	65881358	369016
chr1	65899568	65904849	365170
chr1	65908850	65909476	365170
chr1	65909478	65910104	103689958
chr1	65914105	65914754	103689958
chr1	65914756	65915405	405147
chr1	65919406	65924999	405147
chr1	65925001	65930594	292541
chr1	65934595	65947619	292541
chr1	65947621	65960646	100314273
chr1	65966729	66008997	100314249
chr1	66008999	66051267	292543
chr1	66055268	66065190	292543
chr1	66107199	66135281	286914
chr1	66139282	66191297	286914
chr1	66191299	66243316	292545
chr1	66247317	66269822	292545
chr1	66269824	66292331	691086
chr1	66296332	66336757	691086
chr1	66336759	66377186	494312
chr1	66381187	66421230	494312
chr1	66511920	66525494	292547
chr1	66529495	66554477	292547
chr1	66554479	66579460	292548
chr1	66583461	66609788	292548
chr1	66609790	66636116	691135
chr1	66640117	66644851	691135
chr1	66680463	66707337	308318
chr1	66711338	66733244	308318
chr1	66761556	66762204	502292
chr1	66766205	66770058	502292
chr1	66778279	66782378	308320
chr1	66782380	66786478	102547412
chr1	66790479	66826431	102547412
chr1	66826433	66862386	292554
chr1	66866387	66926352	292554
chr1	67006219	67022117	102466621
chr1	67026118	67040065	102466621
chr1	67040067	67054015	120100463
chr1	67058016	67076849	120100463
chr1	67076851	67095686	361495
chr1	67099912	67110045	103691034
chr1	67127165	67130146	308322
chr1	67134147	67195180	308322
chr1	67292347	67324476	292559
chr1	67328477	67336894	292559
chr1	67336896	67345313	292560
chr1	67349314	67363178	292560
chr1	67363180	67377044	365175
chr1	67381045	67385860	365175
chr1	67385862	67390677	405043
chr1	67394678	67396890	405043
chr1	67396892	67399106	292563
chr1	67403107	67411622	292563
chr1	67411624	67420141	103691061
chr1	67424142	67442539	103691061
chr1	67442541	67460939	499067
chr1	67464940	67477134	499067
chr1	67508107	67522881	103690110
chr1	67508107	67522881	102548693
chr1	67526882	67540181	103690110
chr1	67526882	67540181	102548693
chr1	67565670	67573853	499068
chr1	67577854	67598946	499068
chr1	67598948	67620041	308326
chr1	67640913	67655342	103691035
chr1	67659343	67665789	103691035
chr1	67665791	67672238	292566
chr1	67676239	67688252	292566
chr1	67688254	67700269	64568
chr1	67704270	67715317	64568
chr1	67715319	67726367	292569
chr1	67730368	67743561	292569
chr1	67743563	67756756	365176
chr1	67760757	67891245	365176
chr1	67891247	68021736	308325
chr1	68025737	68075627	308325
chr1	68075629	68125521	499069
chr1	68129522	68130702	499069
chr1	68130704	68131885	292572
chr1	68135886	68158464	292572
chr1	68158466	68181044	691325
chr1	68185045	68190464	691325
chr1	68190466	68195885	292574
chr1	68199886	68200319	292574
chr1	68200321	68200753	120098145
chr1	68204754	68210200	120098145
chr1	68210202	68215648	120098147
chr1	68219649	68222951	120098147
chr1	68251477	68272696	494284
chr1	68276697	68308103	494284
chr1	68308105	68339512	292577
chr1	68343513	68349144	292577
chr1	68373591	68388403	100312670
chr1	68392404	68398613	100312670
chr1	68429446	68435470	120099323
chr1	68439471	68446029	120099323
chr1	68446031	68452590	100312751
chr1	68456591	68468231	100312751
chr1	68468233	68479874	120099328
chr1	68483875	68524887	120099328
chr1	68524889	68565903	494268
chr1	68569904	68573000	494268
chr1	68573002	68576099	120093107
chr1	68580100	68594909	120093107
chr1	68619419	68624961	494264
chr1	68628962	68639204	494264
